TICKER,RSI,STOCH,SHARPE,TREYNOR,P/VL
EQR,88.41,66.89,1.3,32.98,3.33
EQS,31.78,81.09,1.57,19.93,0.76
EQT,53.98,46.04,1.33,30.17,2.58
EQX,58.55,73.56,1.84,10.02,1.74
ERES,49,28.27,1.74,23.5,2.81
ERF,75.82,52.55,0.78,55.08,0.77
ERIC,11.67,27.6,0.73,65.78,0.06
ERIE,88.81,17.56,1.82,35.19,3.05
ERII,63.62,79.12,1.85,67.87,0.79
ERJ,14.39,17.58,0.56,42.07,3.28
ERLFF,67.86,39.99,1.61,22.1,2.9
ERYP,58.05,32.2,1.8,89,3.86
ES,35.75,22.42,0.18,23.93,3.69
ESBA,13.67,79.06,1.87,49.37,1.42
ESBK,18.24,88.74,0.11,44.32,0.11
ESCA,31.25,79.02,0.82,88.57,0.3
ESE,72.12,35.18,0.64,94.29,0.53
ESEA,47.19,35.47,0.57,48.22,1.91
ESGC,49.19,96.56,1.11,79.79,2.46
ESGR,77.26,22.49,0,32.81,3.95
ESI,22.82,80.81,1.18,63.79,0.66
ESLOY,60.94,92.87,1.04,93.23,3.31
ESLT,98.48,63.78,1.94,23.39,0.59
ESM,48.8,79.12,0.48,68.2,1.69
ESMC,30.83,66.38,0.37,56.89,1.17
ESNT,62,56.35,1.33,47.82,0.48
ESOA,27.49,20.79,0.16,18.83,0.46
ESP,90.26,33.2,0.55,42.46,0.4
ESPR,28.58,40.05,1.2,27.66,2.01
ESQ,71.25,14.22,1.31,26.53,2.01
ESRT,75.22,10.99,1.92,88.93,0.05
ESS,20.02,98.59,1.22,37.03,3.13
ESSA,97.77,61.89,0.5,61.61,3.52
ESSC,49.55,23.8,1.77,26.95,3.36
ESTA,14.9,49.74,0.99,23.77,0.15
ESTC,20.19,40.36,0.45,72.65,0.35
ESTE,62.16,56.96,1.78,61.18,1.55
ESXB,54.99,38.25,1.15,26.96,0.75
ET,66.82,19.31,0.37,51.66,0.88
ETA,84.09,10.57,0.8,75.22,3.75
ETAC,83.25,58.23,1.49,93.67,3.47
ETH,83.82,45.44,0.54,33.26,2.43
ETHE,13.57,76.72,0.58,48.44,2.55
ETN,43.55,10.13,1.18,15.24,0.01
ETNB,20.27,66.49,0.22,23.37,2.14
ETON,86.06,44.9,0.79,61.17,0.59
ETR,79.9,19.96,1.11,16.87,1.41
ETRN,46.21,90.58,1.1,97.7,0.27
ETSY,89.13,62.04,1.22,99.41,2.99
ETTX,68.14,42.21,1.84,18.13,1.94
ETWO,96.67,74.66,0.55,52.73,2.01
EUCR,53.25,61.95,1.77,78.08,1.31
EURN,96.95,31.81,1.85,77.66,3.54
EUSG,60.75,95.8,1.25,21.22,0.71
EVA,57,51.21,1.72,71.54,0.24
EVAX,16.67,80.42,1.34,48.59,1.67
EVBG,85.5,40.42,0.44,30.1,1.47
EVBN,73.13,91.68,1.78,87.71,1.67
EVC,51.86,68.09,1.95,18.74,1.22
EVER,60.44,31.11,1.08,43.52,0.53
EVFM,68.25,11.4,1.86,18.64,1.95
EVGN,17.83,19.9,1.49,85.51,0.27
EVH,41.32,18.85,0.16,93.62,3.04
EVI,33.3,29.48,1.98,21.3,1.36
EVK,16.84,70.69,1.12,96.41,0.06
EVLO,97.04,98.18,1.06,18.54,2.32
EVOJ,38.37,46.53,1.11,72.82,0.11
EVOK,53.43,90.59,0.34,31.84,2.58
EVOL,71.88,82.77,1.07,47.05,1.95
EVOP,37.87,49.3,1.23,25.43,2.59
EVR,12.97,44.8,0.27,95.7,3.88
EVRG,41.21,81.72,0.27,95.62,0.96
EVRI,95.92,83.12,1.07,49.86,1.4
EVTC,29.54,84.82,1.37,56.63,1.01
EVVTY,25.39,50.76,0.7,90.26,0.03
EW,21.61,69.33,1.92,89.29,2.2
EWBC,40.4,10.81,0.47,46.13,3.01
EWLL,41.93,95.03,0.22,14.94,0.02
EWTX,52.8,62.48,1.84,64.23,3.2
EXAC,98.69,62.93,1.91,96.06,0.21
EXAS,39.57,15.04,1.74,56.82,3.08
EXC,36.86,45.48,1.49,10.16,1.41
EXCC,14.85,44.51,0.5,68.2,0.72
EXDI,34.48,20.74,1.94,77.06,3.4
EXEL,17.72,59.52,0.93,91.04,0.02
EXEO,38.54,95.06,1.51,74.75,2.65
EXFO,95.08,45.99,1.73,89.7,3.24
EXK,80.61,20.62,0.62,63.31,1.35
EXLS,22.51,41.46,0.28,23.73,3.98
EXN,92.65,20.21,1.12,89.85,1.01
EXP,54.21,11.2,1.02,64.13,0.44
EXPD,32.95,34.38,1.5,28.96,3.68
EXPE,41.51,67.05,0.7,66.02,2.99
EXPI,33.3,88.82,1.84,38.33,1.08
EXPO,42.35,34.74,0.43,99.58,2.83
EXPR,25.9,64.99,1.02,22.25,0.64
EXR,50.86,65.18,0.76,57.32,3.38
EXTN,71.58,73.56,1.52,67.21,0.01
EXTR,95.11,93.08,0.44,78.02,1.1
EYE,53.52,37.7,0.01,20.77,0.71
EYEG,37.59,64.72,1.85,82.15,0.27
EYEN,79.66,12.36,1.96,67.5,1.21
EYES,72.2,56.63,1.91,44.2,0.77
EYPT,10.5,44.37,1.99,18.47,2.15
EZGO,38.96,60.19,0.37,49.11,1.52
EZPW,58.52,12.29,0.26,57.35,2.9
F,59.38,33.95,1.63,31.18,2.91
FACA,82.89,79.48,0.64,48.92,1.99
FACT,67.72,33.44,1.51,22.43,2.76
FAF,57.37,95.75,1.65,57.94,2.32
FAII,41.61,63.08,1.63,33.72,1.56
FALC,40.69,78.4,0.19,59.26,1.86
FAMI,20.29,73.52,1.67,32.37,1.62
FANG,52.67,91.81,0.92,14.17,1.94
FANH,94.79,26.53,1.7,83.7,0.73
FARM,83.79,34.44,1.38,61.47,1.01
FARO,19.66,68.61,0.22,43.08,1.32
FAST,85.83,10.3,1.87,90.13,3.47
FAT,81.51,43.83,1.69,79.59,3.01
FATE,87.04,30.37,1.09,32.69,2.23
FB,53.14,49.3,1.83,29.49,0.73
FBC,51.93,64.18,0.54,20.55,2.37
FBHS,67.73,34.55,1.76,26.7,0
FBIO,24.43,73.11,0.86,11.14,2.34
FBIZ,18.49,61.05,0.57,20.23,3.21
FBK,21.91,60.35,0.57,93.6,1.32
FBMS,47.48,55.86,1.99,51.56,3.2
FBNC,60.19,56.82,0.44,12.4,3.12
FBOX,24.83,55.69,1.54,14.46,2.02
FBP,96.85,20.7,1.72,29.18,2.28
FBRX,69.77,64.29,0.63,65.07,0.66
FC,70.13,51.25,1.78,71,1.04
FCAC,47.26,55.77,0.25,22.83,2.21
FCAP,85.95,17.24,1.26,24.5,3.71
FCAX,35.85,46.57,1.21,52.18,2.94
FCBC,70.18,30.09,1.39,26.54,1.86
FCBP,52.58,26.06,0.17,62.14,2.63
FCCO,40.64,15.17,0.6,99.58,2.84
FCCY,20.9,49.89,1.58,35.26,3.93
FCEL,12.8,42.68,0.93,68.31,2.05
FCF,62.06,92.44,1.63,82.33,0.47
FCFS,61.76,66,0.47,95.31,3.04
FCN,21.77,71.43,0.35,24.87,0.29
FCNCA,51.15,34.08,0.86,81.23,1.95
FCPT,16.84,29.29,1.05,58.79,0.07
FCRD,36.67,50.76,0.76,85.68,3.42
FCST,32.34,82.7,0.89,60.83,3.78
FCX,90.41,87.4,1.38,86.11,1.96
FDBC,90.82,48.61,0.7,36.29,3.4
FDMT,12.99,82.43,1.36,48.09,1.72
FDP,44.8,60.57,1.26,46.94,3.4
FDS,12.96,41,0.89,14.66,2.86
FDUS,51.16,20.78,1.09,17.42,0.59
FDX,53.57,77.5,0.22,17.96,3.49
FE,46.95,48.75,1.17,10.57,1.78
FEDU,15.07,23.12,0.48,97.16,3.64
FEIM,36.47,11.49,1.03,12.34,3.76
FELE,48.37,69.37,0.92,61.51,0.38
FEMY,67.52,78.11,1.35,56.45,1.07
FENC,13.01,87.97,0.91,62.8,3.41
FENG,46.96,75.75,0.66,49.46,0.75
FERG,48.42,49.5,0.28,33.71,1.12
FET,33.29,50.11,0.27,77.97,2.41
FEXD,21.98,67.26,1.88,79.49,3.31
FEYE,36.26,12.19,1.71,41.69,2.83
FF,38.19,83.05,0.75,34.82,1.53
FFBC,50.04,83.99,0.88,27.88,2.71
FFBW,53.36,66.44,1.76,81.33,2.82
FFG,92.75,95.24,1.04,70.11,3.55
FFHL,91.1,21.31,0.45,11.37,2.62
FFIC,55.87,11.47,0.46,26.09,0.95
FFIN,84.27,29.35,0.27,27.36,1.19
FFIV,10.73,57.9,1.76,69.09,2.26
FFNW,32.89,79.96,1.89,82.16,0.83
FFWM,78.23,34.25,0.55,57.97,1.66
FGBI,29.4,11.11,0.32,27.56,1.44
FGEN,26.63,88.31,1.12,17.52,3.39
FGF,98.75,29.42,0.32,56.58,1.94
FGNA,64.77,61.56,0.83,58.27,3.6
FGNB,53.96,48.55,0.16,88.4,3.72
FGPR,25.57,13.96,0.55,14.58,3.72
FHB,84.82,94.13,0.43,41.68,3.08
FHI,88.62,47.24,1.21,18.29,1.31
FHN,72.52,17.48,1.97,10.56,2.08
FHS,16.47,31.08,0.29,38.86,1.72
FHTX,93.95,34.83,0.47,94.62,3.88
FI,97.59,36,1.3,10.68,1.95
FIBK,21.76,20.34,1.76,32.99,0.62
FICO,67.57,49.62,1.12,65.47,4
FIGS,52.79,64,1.58,56.7,2.3
FIII,72.42,22,0.21,55.81,3.91
FINM,25.63,53.26,1.12,57.51,0.67
FINV,69.04,95.5,0.3,11.68,1.71
FIS,24.48,89.06,1.04,42.19,1.22
FISI,22.38,97.65,0.73,85.32,2.68
FISV,21.41,69.67,1.48,32.29,2.68
FITB,65.98,72.22,1.36,76.53,2.25
FIVE,11.86,33.29,1.73,43.56,2.32
FIVN,96.31,38.62,1.81,16.45,2.2
FIX,13.48,55.19,1.95,43.07,2.3
FIXX,87.51,89.49,1.89,85.13,1.8
FIZZ,52.48,21.22,1.31,75.07,0.45
FKWL,21.49,51.05,1.13,74.41,1.34
FL,24.66,19.74,1.55,56.45,3.18
FLAC,54.28,27.97,0.5,96.27,1.36
FLDM,53.09,23.78,1.08,45.65,0.07
FLEX,81.41,97.92,1.22,93.68,3.11
FLGC,38.92,37.22,0.96,57.59,3.94
FLGT,58.55,90.16,0.57,41.64,2.27
FLIC,53.22,27.51,0.81,27.56,3.45
FLIR,26.33,87.59,0.56,33.21,0.32
FLL,46.25,10.65,1.13,66.72,0.65
FLME,92.21,35.93,1.46,33.04,0.3
FLMN,83.8,50.34,1.39,28.11,2.99
FLNG,26.8,45.76,1,45.11,3.14
FLNT,44.86,19.23,0.69,51.7,3.09
FLO,97.01,17.72,0.02,88.04,2.52
FLOW,12.61,73.17,0.15,51.14,2.94
FLR,15.14,82.81,0.31,61.79,1.04
FLS,39.41,74.26,1.33,42.68,1.56
FLSH,56.2,88.41,1.98,77.78,2.85
FLT,78.61,93.39,0.07,73.93,0.94
FLUX,55.35,67.28,1.53,56.94,1.37
FLWS,11.36,19.43,0.43,80.56,0.48
FLXN,75.98,75.68,1.61,72.38,1.91
FLXS,86.22,26.52,1.71,27.18,3.51
FLXT,67.73,71.51,1.41,18.36,1.22
FLY,85.05,27.49,0.38,47.93,0.54
FLYA,86.33,47.24,0.4,73.4,3.41
FLYW,58.04,45.54,1.67,51.46,1.54
FMAC,30.63,29.92,1.42,36.97,2.46
FMAO,64.17,11.95,0.33,77.65,1.06
FMBH,10.81,17.98,1.77,45.89,2.57
FMBI,29.79,43.52,1.35,75.8,1.42
FMBM,17.48,34.35,0.06,64.27,3.88
FMC,62.6,17.12,1.43,25.74,1.71
FMCB,36.03,87.34,0.12,72.4,3.16
FMCC,46.96,16.95,1.55,48.84,1.45
FMFG,70.8,23.95,0.23,37.84,1.63
FMG,57.01,47,1.42,12.47,2.16
FMIV,27.04,89.43,0.98,63.89,2.49
FMNB,19.27,60.43,0.25,19.03,1.02
FMS,84.24,82.54,0.97,51.18,3.98
FMTX,89.87,37.55,1.25,52.34,0.71
FMX,52.46,86.56,1.73,89.89,3.79
FN,52.11,22.88,2,72.67,1.73
FNB,21.41,38.25,0.69,30.87,2.25
FNCB,70.74,31.24,0.87,18.1,2.94
FNCH,89.68,26.15,1.79,26.48,0.73
FND,86.98,22.2,1.59,62.47,2.93
FNF,51.53,62.87,0.89,60.46,0.73
FNHC,79.99,60.41,1.19,57.57,0.35
FNKO,10.77,93.14,0.73,76.05,1.84
FNLC,24.83,47.67,1.67,14.4,0.57
FNMA,12.27,51.11,0.44,36.23,1.93
FNRN,86.83,12.25,0.49,96.01,2.68
FNV,57.76,36.75,0.48,88.8,1.06
FNWB,63.33,16.44,0.65,83.56,3.73
FOA,14.27,20.16,0.46,61.82,3.23
FOCS,98.21,62.18,0.19,37.12,3.53
FOE,41.4,57.65,1.18,68.87,2.95
FOLD,54.84,47.36,0.91,93.81,3.76
FONR,80.75,70.46,1.55,54.69,2.81
FOR,80.74,48.76,0.46,48.18,0.12
FORA,65.21,93.93,0.57,91.17,0.29
FORD,72.16,84.09,1.73,73.71,2.7
FORE,75.45,33.37,1.35,81.04,0.09
FORM,18.36,58.27,1.95,65.38,3.63
FORR,13.68,73.61,1.16,69.88,1.71
FORTY,88.83,48.42,0.32,13.93,0.27
FOSL,46.73,77.9,1.78,79.43,3.38
FOUR,79.31,92.53,1.19,55.71,0.84
FOX,23.16,57.39,0.21,41.61,3.62
FOXA,37.45,61.3,1.64,31.14,0.87
FOXF,60.02,15.42,0.05,21.08,2.28
FOXW,14.26,78.59,0.51,70.03,3.24
FOYO,41.73,61.1,1.85,77.15,1.63
FPAC,79.47,59.33,1.85,15.92,0.54
FPAY,93.07,60.59,0.41,82.04,2.5
FPH,55.58,14.53,1.99,82.62,0.34
FPI,94.62,14.95,0.35,19.05,1.02
FPPP,87.68,22.54,0.6,19.67,3.34
FPVD,87.56,63.42,1.8,87.55,0.67
FR,29.56,63.2,1.45,41.6,1.05
FRAF,54.57,50.24,0.14,48.53,0.53
FRBA,99.66,34.13,0.2,99.94,3.55
FRBK,76.96,72.93,0.99,55.31,0.23
FRC,28.19,85.37,0.57,68.09,0.02
FRD,64.27,42.35,0.48,28.32,0.86
FREE,55.99,47.71,1.41,90.89,2.95
FREQ,75.72,85.93,0.57,41.4,3.02
FRF,52.18,53.23,0.04,23.25,2.28
FRFHF,54.9,80.46,0.79,39.44,3.66
FRG,29.34,64.36,0.18,12.64,2.2
FRGI,91.66,51.62,0.42,25.55,3.14
FRHC,71.15,86.79,1.41,21.7,3.53
FRLN,27.5,88.6,1.48,14.46,0.41
FRME,75.25,61.27,1.47,60.59,2.7
FRO,66.31,88.56,1.41,33.11,0.39
FROG,77.57,80.33,0.39,63.7,3.98
FRON,12.43,78.25,0.19,66.32,1.6
FRPH,18.31,44.07,1.05,94.38,3.42
FRPT,92.77,19.87,1.99,86.05,3.05
FRSG,40.29,80.48,1.12,27.8,0.25
FRST,29.95,99.95,0.28,47.24,3.69
FRSX,69.7,45.39,1.77,38.77,0.42
FRT,87.25,25.14,1.55,31.52,0.65
FRTA,77.68,48.29,1.74,48.06,1.03
FRW,92.69,66.42,0.68,27.81,0.33
FRX,44.06,19.81,1.89,43.03,1.8
FRXB,94.31,28.34,0.08,68.54,0.18
FSAC,18.27,86.15,1.25,16.84,3.19
FSAM,94.56,75.53,1.61,56.92,2.56
FSBC,26.6,32.86,0.18,95.8,1.58
FSBW,44.36,27.11,1.53,75.28,0.96
FSEA,32.3,53.35,0.25,47.35,0.86
FSFG,20.63,92.92,1.69,42.07,0.8
FSI,16.38,68.7,1.65,99.02,0.06
FSII,18.23,57.7,1.9,72.81,0.7
FSK,76.51,65.06,1.55,17.51,2.36
FSKR,28.69,25.75,1.02,74.16,3.6
FSLR,65.23,73.44,0.89,89.54,1.47
FSLY,88.89,94.17,1.7,16.57,1.24
FSM,80.3,34.98,1.3,85.74,2.94
FSNB,41.67,36.4,1.07,48.98,0.54
FSP,45.97,32.84,0.33,38.9,1.38
FSR,49.35,91.23,0.29,15.8,3.04
FSRV,63.73,18.98,1.29,39.21,3.66
FSRX,54.17,85.81,0.59,78.38,2.47
FSS,51.58,18.62,0.08,49.94,0.42
FSSI,95.44,55.07,1.17,48.03,2.97
FSSN,89.6,45.89,1.85,93.64,1.73
FST,93.68,33.21,1.99,63.55,1.67
FSTN,97.14,24.31,1.06,31.14,0.16
FSTR,55.7,93.31,1.14,13.66,1.72
FSTX,85.43,68.51,1.71,48.33,1.81
FSV,68.27,48.41,1.84,19.7,1.68
FTAA,54.78,63.79,0.47,50.19,1.44
FTAI,61.18,98.69,1.35,59.67,2.54
FTCH,76.76,81.36,1.8,24.07,1.43
FTCI,40.66,80.75,1.08,60.41,1.01
FTCV,96.49,18.41,1.83,22.75,1.82
FTDR,58.84,94.13,0.16,44.94,1.81
FTEK,28,91.6,1.97,50.65,1.75
FTEV,64.7,23.36,0.02,71.89,0.49
FTFT,78.18,39.25,0.93,84.4,1.81
FTHM,16.29,47.69,1.07,37.25,0.21
FTI,17.04,31.17,0.97,97.84,1.73
FTIV,26.41,57.54,1.08,76.53,3.92
FTK,54.65,21.26,1.64,98.4,0.26
FTLF,44.86,97.59,1.07,76.4,3.13
FTNT,58.06,10.26,0.67,96.8,2.58
FTOC,70.21,74.41,0.95,81.4,1.73
FTPA,67.92,60.17,1.58,43.74,3.88
FTS,18.58,51.76,1.48,50.46,2.83
FTSI,46.2,95.2,1.9,18.1,2.78
FTV,37.9,21.3,0.13,78.01,0.47
FTVI,26.4,40.04,1.32,39.61,1.38
FUBO,55.59,64.54,1.7,98.7,1
FUL,31.73,77.79,1.06,82.22,1.51
FULC,21.66,52.52,1.19,38.61,2.68
FULT,10.36,81.58,1.41,19.54,2.63
FUN,47.12,92.83,1.5,42.43,0.44
FUNC,87.34,13.47,1.08,12.8,0.81
FURY,68.71,26.9,1.69,84.56,0.36
FUSB,62.41,25.74,1.73,73.05,3.33
FUSE,16.73,28.46,0.08,70.62,2.63
FUSN,65.94,46.97,0.94,83.61,3.2
FUTU,52.21,64.27,0.9,88.16,0.43
FUV,53.39,64.83,0.94,66.4,1.68
FVAM,79.2,81.14,0.85,70.4,3.24
FVCB,92.3,95.29,1.58,48.21,2.6
FVE,56.02,67.09,1.13,45.45,3.12
FVIV,56.16,66.58,1.58,70.28,2.77
FVRR,62.4,43.82,1.94,31.04,3.15
FVT,87.69,13.14,1.61,30.86,3.07
FWAA,36.19,40.9,0.63,25.73,4
FWAB,25.56,86.96,0.91,96.54,0.06
FWAC,75.16,12.05,1.24,23.81,3.11
FWAV,50.99,43.22,0.29,25.56,1.88
FWONA,54.82,80.15,0.66,52.42,3.44
FWP,75.92,33.63,0.6,63.33,3.07
FWRD,65.4,85.8,1.14,87.27,1.2
FXNC,44.95,93.83,1.51,85.5,1.95
FYBR,96.69,74.22,0.72,57.32,2.1
FZT,13.96,56.57,0.47,48.83,2.57
G,91.33,49.15,0.77,60.15,3.04
GABC,14.44,70.1,1.44,58.07,2.78
GACQ,40.29,11.27,0.2,76.92,2.69
GADS,76.48,21.2,0.28,84.36,2.9
GAIA,92.4,88.61,1.85,21.28,3.76
GAIN,14.8,81.77,1.46,67.04,0.19
GALT,83.96,36.47,1.9,29.25,0.7
GAMC,15.04,54.17,0.47,31.92,0.36
GAN,75.75,13.8,0.54,92.14,3.08
GANX,60.73,14.1,1.68,90.29,0.45
GAPA,30.72,54.46,1.11,78.88,2.96
GASS,65.24,47.45,0.6,96.61,1.53
GATO,49.56,16.43,0.93,81.53,2.5
GATX,95.62,76.67,1.71,16.18,3.38
GAU,73.65,66.02,0.8,10.68,3.42
GB,92.72,16.91,0.82,95.56,2.02
GBCI,55.14,42.69,0.52,27.65,3.24
GBDC,31.8,10.43,1.88,81.2,1.58
GBIO,26.71,61.84,1.12,58.39,2.94
GBL,23.2,97.35,1.23,56.21,0.42
GBLI,20.95,18.8,1.2,17.6,1.8
GBLX,18.93,82,1.3,79.7,3.3
GBNH,60.81,81.07,1.46,10.41,0.52
GBNY,34.66,82.42,1.4,43.24,0.05
GBOX,12.23,99.71,1.75,68.1,1.73
GBR,42.06,95.81,1.7,56.62,2.69
GBRG,79.17,16.51,0.66,85.62,3.78
GBS,73.04,19.03,1.18,60.28,2.25
GBT,75.79,67.17,1.5,51.88,1.57
GBTC,70.53,14.14,1.85,91.38,3.12
GBX,22.65,44.61,1.52,72.96,2.27
GCAC,80.05,29.93,1.77,38.66,3.86
GCAN,95.72,40.66,1.6,72.06,3.74
GCBC,35.35,23.95,1.12,25.46,1.71
GCI,65.31,52.73,1.66,49.5,3.98
GCMG,67.01,55.17,1.23,50.51,2.13
GCO,13.69,87.75,1.42,44.76,0.69
GCP,28.08,54.4,1.61,21.96,1.97
GCSA,60.89,89.65,0.7,44.5,1.65
GD,42.33,68.28,1,38.23,3.22
GDDY,63.83,97.77,0.23,71.65,0.08
GDEN,89.5,74,1.34,75.49,0.23
GDOT,24.4,87.66,1.2,42.83,2.46
GDP,67.47,50.24,0.84,87.19,2.27
GDRX,37.91,43.16,0.5,65.76,2.68
GDRZF,19.1,35.79,0.34,58.21,3.49
GDS,19.59,72.26,1.49,90.42,3.33
GDYN,55.32,18.63,1.07,47.21,2.32
GE,34.24,23.14,1.08,72.39,0.23
GECC,69.15,73.7,1.88,66.54,3.14
GEF,71.79,70.19,1.49,84.02,1.48
GEF.B,60.68,70.57,1.68,84.62,0.39
GEG,31.29,62.05,0.48,56.14,0.08
GEL,90.88,92.16,1.97,77.21,0.74
GENC,64.33,39.09,0.79,32.98,1.86
GENE,28.35,12.39,0.8,59.57,0.63
GENH,69.64,23.52,0.68,31.54,0.51
GENI,93.86,62.11,0.18,10.66,0.37
GENN,29.32,32.61,0.02,13.3,2.28
GEO,42.43,30.04,1.24,96.26,1.29
GEOS,18.93,30.93,1.8,73.42,3.73
GERN,84.15,47.08,1.29,64.94,3.73
GES,34.63,94.91,1.19,64.6,3.68
GEVO,54.17,26.59,1.48,90.88,1.87
GFASY,19.28,27.5,0.85,55.68,2.52
GFED,40.15,75.63,0.18,52.36,0.22
GFF,50.72,69.2,1.21,67.82,3.69
GFI,10.81,63.55,1.2,54.9,3.47
GFL,34.96,55.67,0.72,91.8,0.28
GFLD,12.02,14.44,1.59,98.78,3.55
GFN,36.02,17.04,1.1,54.19,1.88
GFOR,60.37,92.66,1.81,61.5,0.07
GFX,55.29,36.36,0.47,98.99,2.43
GGAL,92.4,15.07,0.78,11.14,2.83
GGB,76.74,29.37,0.48,26.99,0.82
GGG,36.38,98.42,1.42,62.34,3.25
GGGV,94.12,13.42,1.54,11.35,3.36
GGI,96.84,87.44,0.28,85.53,3.93
GGMC,53.88,63.27,1.07,76,0.58
GGPI,28.9,92.37,1.01,28.94,3.48
GH,75.18,69.24,1.78,21.32,3.04
GHAC,19.97,93.3,0.1,10.61,2.76
GHC,52.76,51.11,1.26,95.76,0.76
GHG,92.78,69.92,1.16,53.49,3.25
GHL,64.06,25.96,1.48,44.62,2.22
GHLD,15.1,40.29,2,37.49,2.35
GHM,30.78,54.47,0.85,89.72,0.03
GHSI,82.46,90.87,0.1,37.62,0.94
GHVI,89.26,13.51,1.53,40.24,3.84
GIA,99.03,74.16,0.32,12.83,1.04
GIB,26.8,87.61,1.97,66.81,1.95
GIF,58.81,16.32,1.38,16.84,1.38
GIFI,44.58,61.17,1.84,10.85,2.35
GIG,74.2,11.89,0.67,10.81,2.26
GIGA,31.85,24.78,1.25,21.4,0.88
GIGM,22.23,22.39,1.45,41.29,2.32
GIII,24.84,67.81,0.06,56.98,2.24
GIIX,76.69,95.7,1.27,26.52,2.35
GIL,63.64,96.19,0.69,82.9,2.23
GILD,79.08,51.32,1.84,94.09,1.65
GILT,24.76,13.55,0.12,68.22,1.59
GIS,39.33,47.94,0.63,51.51,0.75
GIW,46.28,72.01,0.3,34.35,0.67
GIX,11.14,28.56,0.25,75.07,3.72
GKOS,30.11,92.49,0.48,29.97,1.78
GL,62.79,58.28,0.5,52.92,0.94
GLAD,41.45,70.77,0.35,35.89,2
GLAE,53.2,71.85,0.37,66.19,0.36
GLAQ,61.01,95.11,0.25,78.53,0.7
GLBE,69.79,52.44,1.56,58.99,2.02
GLBL,81.48,95.76,1.28,79.65,1.97
GLBR,46.7,57.66,0.93,31.95,3.31
GLBS,61.32,10.45,1,41.13,2.55
GLBZ,60.95,91.28,1.99,60.11,0.4
GLDD,94.38,56.68,1.3,35.58,2
GLDG,16.63,29.41,0.42,20.17,0.13
GLEE,52.74,36.5,0.24,58.62,2.78
GLEO,76.83,43.79,1.08,14.43,2.22
GLG,74.49,74.63,0.03,93.87,0.84
GLGI,60.2,52.92,0.66,78.11,1.53
GLHA,20.46,71.54,0.87,50.96,3.32
GLMD,93.63,76.32,1.25,98.04,2.03
GLNG,67.09,39.58,1.92,49.25,0.6
GLOB,59.39,48.38,1.01,47.51,0.47
GLOG,28.23,55.99,0.73,14.75,2.65
GLOP,50.2,46.43,1.53,29.66,3.89
GLP,64.99,26.84,1.5,45.92,2.06
GLPG,97.88,59.22,1.67,42.45,3.34
GLPI,74.85,79.32,0.73,50.46,3.17
GLRE,70.08,32.61,0.15,43.81,1.82
GLRI,70.72,49.35,1.95,91.06,2.4
GLSI,17.72,61.76,1.72,62.9,2.79
GLSPT,77.08,81.19,1.3,79.28,3.47
GLT,76.14,27.96,1.42,24.55,0.47
GLTA,34.08,66.92,1.62,89.43,1.16
GLTC,22.4,30.87,0.26,28.64,0.37
GLTO,13.32,46.1,0.1,30.1,3.58
GLUX,75.02,58.84,1.52,65.53,0.49
GLW,71.66,12.63,1.35,39.11,3.22
GLXZ,20.54,36.69,2,21.02,3.53
GLYC,81.75,90.43,0.64,68.87,3.62
GLYE,20.51,33.31,1.04,13.25,0.87
GM,98.48,51.4,0.66,54.25,3.64
GMAB,74.64,90.83,0.87,64.13,0.6
GMBL,16.65,55.76,1.29,56.95,0.94
GMBT,36.19,53.65,1.03,52.85,1.82
GMDA,94,67.51,0.86,99.29,2.99
GME,95.89,30.18,1.01,14.45,0.5
GMED,11.68,83.77,1.02,35.55,2.96
GMII,66.51,15.39,1.02,47.97,3.59
GMLP,24.17,42.68,1.32,16.09,1.11
GMRE,36.71,81.31,0.67,81.23,1.8
GMS,50.56,91.66,1.22,23.65,2.47
GMTX,37.98,70.06,1.28,90.05,3.18
GMVD,12.38,58.03,1.89,56.48,0.36
GMWX,47.02,28.26,1.04,78.26,1.27
GNAC,95.55,36.63,1.13,43.18,3.29
GNBT,47.25,45.44,1.23,27.21,0.73
GNCA,46.36,90.17,0.13,82.7,3.53
GNE,26.36,72.6,1.26,81.31,1.47
GNFT,26.93,69.94,1.52,86.92,2.08
GNK,33.51,95.69,1.43,68.63,1.94
GNL,17.68,41.45,0.51,51.48,3.55
GNLN,35.12,83,1.12,88.08,3.23
GNMK,41.17,39.54,0.89,24.41,0.9
GNOG,15.21,28.91,1.29,22.71,3.49
GNPK,44.61,77.23,0.54,59.7,0.41
GNPX,56.53,87.98,1.34,51.92,0.16
GNRC,76.6,31.73,0.8,50.86,0.76
GNRS,16.67,72.11,0.73,98.7,3.65
GNSS,17.46,75.1,1.14,82.62,1.88
GNTX,27.95,20.05,0.5,95.04,1.65
GNTY,51.32,39.4,0.93,44.81,2.47
GNUS,67.89,28.74,1.56,74.87,3.86
GNW,94.25,45.74,1.79,43.09,1.12
GO,23.57,97.51,1.19,24.55,1.65
GOAC,48.37,41.7,1.6,66.92,2.52
GOCO,96.2,90.66,1.52,53.68,3.96
GOED,28.36,79.46,1.98,87.09,1.15
GOEV,37.32,42.78,1.34,12.77,1.51
GOGL,21.78,52.4,0.13,75.02,0.27
GOGO,16.96,36.26,0.55,57.1,2.33
GOL,73.51,35.33,1.32,73.61,0.77
GOLD,95.31,28.93,0.95,72.98,2.3
